,dex_id,name,spe,spd,spa,dfn,atk,hp,type_1,type_2,move_list,gen
387,388,grotle,36,65,55,85,89,75,grass,,"['swords-dance', 'cut', 'headbutt', 'tackle', 'bite', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'facade', 'nature-power', 'superpower', 'secret-power', 'bullet-seed', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'earth-power', 'rock-climb', 'leaf-storm', 'captivate', 'stealth-rock', 'grass-knot', 'round', 'grass-pledge', 'work-up', 'confide']",4.0
388,389,torterra,56,85,75,105,109,95,ground,grass,"['swords-dance', 'cut', 'headbutt', 'tackle', 'bite', 'roar', 'hyper-beam', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'razor-leaf', 'solar-beam', 'earthquake', 'toxic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'outrage', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'facade', 'nature-power', 'superpower', 'secret-power', 'rock-tomb', 'bullet-seed', 'block', 'frenzy-plant', 'natural-gift', 'worry-seed', 'rock-polish', 'seed-bomb', 'energy-ball', 'earth-power', 'giga-impact', 'rock-climb', 'leaf-storm', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'wood-hammer', 'round', 'grass-pledge', 'bulldoze', 'work-up', 'confide']",4.0
389,390,chimchar,61,44,58,44,58,44,fire,,"['fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'double-kick', 'headbutt', 'leer', 'ember', 'flamethrower', 'submission', 'low-kick', 'counter', 'strength', 'fire-spin', 'dig', 'toxic', 'double-team', 'focus-energy', 'fire-blast', 'swift', 'fury-swipes', 'rest', 'substitute', 'flame-wheel', 'snore', 'protect', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'fake-out', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'assist', 'brick-break', 'endeavor', 'secret-power', 'blaze-kick', 'slack-off', 'overheat', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'u-turn', 'fling', 'vacuum-wave', 'nasty-plot', 'shadow-claw', 'rock-climb', 'gunk-shot', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'flame-charge', 'low-sweep', 'round', 'quick-guard', 'incinerate', 'acrobatics', 'fire-pledge', 'work-up', 'confide', 'power-up-punch']",4.0
390,391,monferno,81,52,78,52,78,64,fighting,fire,"['fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'headbutt', 'leer', 'ember', 'flamethrower', 'low-kick', 'strength', 'fire-spin', 'dig', 'toxic', 'double-team', 'fire-blast', 'swift', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'flame-wheel', 'snore', 'protect', 'mach-punch', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'brick-break', 'endeavor', 'secret-power', 'slack-off', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'feint', 'u-turn', 'close-combat', 'fling', 'flare-blitz', 'poison-jab', 'vacuum-wave', 'focus-blast', 'shadow-claw', 'rock-climb', 'gunk-shot', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'flame-charge', 'low-sweep', 'round', 'incinerate', 'acrobatics', 'retaliate', 'fire-pledge', 'work-up', 'dual-chop', 'confide', 'power-up-punch']",4.0
391,392,infernape,108,71,104,71,104,76,fighting,fire,"['fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'headbutt', 'leer', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'double-team', 'fire-blast', 'swift', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'flame-wheel', 'snore', 'protect', 'mach-punch', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'brick-break', 'endeavor', 'secret-power', 'blast-burn', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'calm-mind', 'natural-gift', 'feint', 'u-turn', 'close-combat', 'fling', 'punishment', 'flare-blitz', 'poison-jab', 'vacuum-wave', 'focus-blast', 'giga-impact', 'shadow-claw', 'rock-climb', 'gunk-shot', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'flame-charge', 'low-sweep', 'round', 'incinerate', 'acrobatics', 'retaliate', 'fire-pledge', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch']",4.0
392,393,piplup,40,56,61,53,51,53,water,,"['pound', 'cut', 'headbutt', 'fury-attack', 'growl', 'supersonic', 'mist', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'drill-peck', 'dig', 'toxic', 'agility', 'double-team', 'bide', 'waterfall', 'bubble', 'rest', 'substitute', 'snore', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'brick-break', 'yawn', 'secret-power', 'dive', 'feather-dance', 'mud-sport', 'rock-tomb', 'signal-beam', 'aerial-ace', 'covet', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'pluck', 'fling', 'aqua-ring', 'defog', 'captivate', 'stealth-rock', 'grass-knot', 'double-hit', 'round', 'echoed-voice', 'scald', 'quash', 'water-pledge', 'work-up', 'confide', 'power-trip']",4.0
393,394,prinplup,50,76,81,68,66,64,water,,"['cut', 'headbutt', 'fury-attack', 'tackle', 'growl', 'mist', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'drill-peck', 'strength', 'dig', 'toxic', 'double-team', 'bide', 'waterfall', 'bubble', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'hail', 'facade', 'brick-break', 'secret-power', 'dive', 'rock-tomb', 'signal-beam', 'aerial-ace', 'covet', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'pluck', 'fling', 'shadow-claw', 'defog', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'round', 'echoed-voice', 'scald', 'quash', 'water-pledge', 'work-up', 'confide']",4.0
394,395,empoleon,60,101,111,88,86,84,steel,water,"['swords-dance', 'cut', 'headbutt', 'fury-attack', 'tackle', 'growl', 'roar', 'mist', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'drill-peck', 'strength', 'earthquake', 'dig', 'toxic', 'double-team', 'waterfall', 'bubble', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'hail', 'facade', 'brick-break', 'knock-off', 'secret-power', 'dive', 'hydro-cannon', 'rock-tomb', 'signal-beam', 'aerial-ace', 'iron-defense', 'covet', 'water-pulse', 'brine', 'natural-gift', 'pluck', 'fling', 'giga-impact', 'avalanche', 'shadow-claw', 'flash-cannon', 'rock-climb', 'defog', 'captivate', 'stealth-rock', 'grass-knot', 'aqua-jet', 'hone-claws', 'round', 'echoed-voice', 'scald', 'quash', 'water-pledge', 'bulldoze', 'work-up', 'confide']",4.0
395,396,starly,60,30,30,30,55,40,flying,normal,"['wing-attack', 'whirlwind', 'fly', 'sand-attack', 'fury-attack', 'tackle', 'take-down', 'double-edge', 'growl', 'toxic', 'agility', 'quick-attack', 'double-team', 'mirror-move', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'revenge', 'endeavor', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'final-gambit', 'work-up', 'confide']",4.0
396,397,staravia,80,40,40,50,75,55,flying,normal,"['wing-attack', 'whirlwind', 'fly', 'tackle', 'take-down', 'growl', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'retaliate', 'final-gambit', 'work-up', 'confide']",4.0
397,398,staraptor,100,60,50,70,120,85,flying,normal,"['wing-attack', 'whirlwind', 'fly', 'tackle', 'take-down', 'growl', 'hyper-beam', 'toxic', 'agility', 'quick-attack', 'double-team', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'endeavor', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'close-combat', 'brave-bird', 'giga-impact', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'retaliate', 'final-gambit', 'work-up', 'confide']",4.0
398,399,bidoof,31,40,35,40,45,59,normal,,"['swords-dance', 'cut', 'headbutt', 'tackle', 'take-down', 'double-edge', 'growl', 'ice-beam', 'blizzard', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'double-team', 'defense-curl', 'swift', 'skull-bash', 'amnesia', 'fury-swipes', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'facade', 'taunt', 'superpower', 'yawn', 'secret-power', 'mud-sport', 'odor-sleuth', 'covet', 'water-sport', 'shock-wave', 'natural-gift', 'pluck', 'last-resort', 'aqua-tail', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'round', 'echoed-voice', 'retaliate', 'work-up', 'confide']",4.0
399,400,bibarel,71,60,55,60,85,79,water,normal,"['swords-dance', 'cut', 'headbutt', 'tackle', 'take-down', 'growl', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'double-team', 'defense-curl', 'waterfall', 'swift', 'amnesia', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'whirlpool', 'facade', 'focus-punch', 'taunt', 'superpower', 'yawn', 'secret-power', 'dive', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'pluck', 'fling', 'last-resort', 'aqua-tail', 'giga-impact', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'aqua-jet', 'round', 'echoed-voice', 'scald', 'retaliate', 'bulldoze', 'work-up', 'rototiller', 'confide']",4.0
400,401,kricketot,25,41,25,41,25,37,bug,,"['growl', 'string-shot', 'bide', 'snore', 'mud-slap', 'uproar', 'endeavor', 'bug-bite', 'struggle-bug']",4.0
401,402,kricketune,65,51,55,51,85,77,bug,,"['swords-dance', 'cut', 'growl', 'sing', 'hyper-beam', 'strength', 'absorb', 'string-shot', 'toxic', 'screech', 'double-team', 'focus-energy', 'bide', 'leech-life', 'flash', 'rest', 'slash', 'substitute', 'snore', 'protect', 'mud-slap', 'perish-song', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'uproar', 'facade', 'taunt', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'hyper-voice', 'silver-wind', 'aerial-ace', 'natural-gift', 'night-slash', 'x-scissor', 'bug-buzz', 'giga-impact', 'captivate', 'bug-bite', 'hone-claws', 'round', 'echoed-voice', 'struggle-bug', 'sticky-web', 'fell-stinger', 'confide', 'infestation', 'power-up-punch']",4.0
402,403,shinx,45,34,40,34,65,45,electric,,"['double-kick', 'headbutt', 'tackle', 'take-down', 'leer', 'bite', 'roar', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'quick-attack', 'double-team', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'helping-hand', 'secret-power', 'fake-tears', 'signal-beam', 'howl', 'shock-wave', 'natural-gift', 'magnet-rise', 'night-slash', 'thunder-fang', 'ice-fang', 'fire-fang', 'discharge', 'captivate', 'charge-beam', 'round', 'volt-switch', 'wild-charge', 'snarl', 'confide', 'eerie-impulse', 'baby-doll-eyes']",4.0
403,404,luxio,60,49,60,49,85,60,electric,,"['headbutt', 'tackle', 'leer', 'bite', 'roar', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'double-team', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'helping-hand', 'secret-power', 'signal-beam', 'shock-wave', 'natural-gift', 'magnet-rise', 'thunder-fang', 'discharge', 'captivate', 'charge-beam', 'round', 'volt-switch', 'wild-charge', 'snarl', 'confide']",4.0
404,405,luxray,70,79,95,79,120,80,electric,,"['headbutt', 'tackle', 'leer', 'bite', 'roar', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'double-team', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'helping-hand', 'superpower', 'secret-power', 'signal-beam', 'shock-wave', 'natural-gift', 'magnet-rise', 'giga-impact', 'thunder-fang', 'discharge', 'captivate', 'charge-beam', 'round', 'volt-switch', 'wild-charge', 'snarl', 'confide', 'electric-terrain']",4.0
405,406,budew,55,70,50,35,30,40,poison,grass,"['swords-dance', 'cut', 'pin-missile', 'absorb', 'mega-drain', 'growth', 'razor-leaf', 'solar-beam', 'stun-spore', 'sleep-powder', 'toxic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'mind-reader', 'snore', 'cotton-spore', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'nature-power', 'secret-power', 'grass-whistle', 'extrasensory', 'bullet-seed', 'covet', 'water-sport', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'round', 'confide', 'dazzling-gleam']",4.0
406,407,roserade,90,105,125,65,70,60,poison,grass,"['swords-dance', 'cut', 'poison-sting', 'hyper-beam', 'mega-drain', 'solar-beam', 'toxic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sludge-bomb', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'nature-power', 'secret-power', 'weather-ball', 'bullet-seed', 'covet', 'magical-leaf', 'natural-gift', 'worry-seed', 'poison-jab', 'seed-bomb', 'energy-ball', 'giga-impact', 'captivate', 'grass-knot', 'venoshock', 'round', 'grassy-terrain', 'confide', 'venom-drench', 'dazzling-gleam']",4.0
407,408,cranidos,58,30,30,40,125,67,rock,,"['fire-punch', 'thunder-punch', 'swords-dance', 'whirlwind', 'slam', 'stomp', 'headbutt', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'superpower', 'endeavor', 'secret-power', 'rock-tomb', 'shock-wave', 'hammer-arm', 'natural-gift', 'payback', 'assurance', 'fling', 'rock-polish', 'dragon-pulse', 'earth-power', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'smack-down', 'round', 'chip-away', 'incinerate', 'bulldoze', 'confide', 'power-up-punch']",4.0
408,409,rampardos,58,50,65,60,165,97,rock,,"['fire-punch', 'thunder-punch', 'swords-dance', 'cut', 'headbutt', 'take-down', 'leer', 'roar', 'flamethrower', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'mud-slap', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'focus-punch', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'rock-tomb', 'shock-wave', 'natural-gift', 'payback', 'assurance', 'fling', 'rock-polish', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'smack-down', 'round', 'chip-away', 'incinerate', 'bulldoze', 'dragon-tail', 'confide', 'power-up-punch']",4.0
409,410,shieldon,30,88,42,118,42,30,steel,rock,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'torment', 'facade', 'taunt', 'secret-power', 'rock-tomb', 'metal-sound', 'iron-defense', 'rock-blast', 'shock-wave', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'earth-power', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'guard-split', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'confide']",4.0
410,411,bastiodon,30,138,47,168,52,60,steel,rock,"['headbutt', 'tackle', 'take-down', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'double-team', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'torment', 'facade', 'taunt', 'magic-coat', 'secret-power', 'rock-tomb', 'metal-sound', 'iron-defense', 'block', 'shock-wave', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'earth-power', 'giga-impact', 'avalanche', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'confide']",4.0
411,412,burmy,36,45,29,45,29,40,bug,,"['tackle', 'string-shot', 'snore', 'protect', 'hidden-power', 'bug-bite', 'electroweb']",4.0
412,413,wormadam-plant,36,105,79,85,59,60,grass,bug,"['tackle', 'psybeam', 'hyper-beam', 'growth', 'razor-leaf', 'solar-beam', 'string-shot', 'toxic', 'confusion', 'psychic', 'double-team', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'endeavor', 'skill-swap', 'secret-power', 'signal-beam', 'bullet-seed', 'natural-gift', 'worry-seed', 'sucker-punch', 'seed-bomb', 'bug-buzz', 'energy-ball', 'giga-impact', 'leaf-storm', 'captivate', 'grass-knot', 'bug-bite', 'venoshock', 'quiver-dance', 'round', 'struggle-bug', 'electroweb', 'confide', 'infestation']",
413,414,mothim,66,50,94,50,94,70,flying,bug,"['gust', 'tackle', 'psybeam', 'hyper-beam', 'solar-beam', 'poison-powder', 'string-shot', 'toxic', 'confusion', 'psychic', 'double-team', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'skill-swap', 'secret-power', 'camouflage', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'air-slash', 'bug-buzz', 'energy-ball', 'giga-impact', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'venoshock', 'quiver-dance', 'round', 'acrobatics', 'struggle-bug', 'electroweb', 'confide', 'infestation', 'lunge']",4.0
414,415,combee,70,42,30,42,30,30,flying,bug,"['gust', 'string-shot', 'swift', 'snore', 'mud-slap', 'sweet-scent', 'endeavor', 'air-cutter', 'tailwind', 'bug-buzz', 'bug-bite', 'ominous-wind']",4.0
415,416,vespiquen,40,102,80,102,80,70,flying,bug,"['cut', 'gust', 'poison-sting', 'hyper-beam', 'string-shot', 'toxic', 'double-team', 'confuse-ray', 'swift', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'sludge-bomb', 'mud-slap', 'destiny-bond', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'endeavor', 'secret-power', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'air-slash', 'x-scissor', 'power-gem', 'giga-impact', 'defog', 'captivate', 'bug-bite', 'attack-order', 'defend-order', 'heal-order', 'ominous-wind', 'hone-claws', 'venoshock', 'round', 'quash', 'acrobatics', 'struggle-bug', 'fell-stinger', 'confide', 'infestation']",4.0
416,417,pachirisu,95,90,45,70,45,60,electric,,"['thunder-punch', 'cut', 'headbutt', 'tail-whip', 'bite', 'growl', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'double-team', 'defense-curl', 'light-screen', 'bide', 'swift', 'flash', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'snore', 'flail', 'protect', 'sweet-kiss', 'mud-slap', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'uproar', 'flatter', 'facade', 'follow-me', 'charge', 'helping-hand', 'secret-power', 'fake-tears', 'covet', 'shock-wave', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'magnet-rise', 'seed-bomb', 'discharge', 'gunk-shot', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'bestow', 'volt-switch', 'electroweb', 'ion-deluge', 'confide', 'baby-doll-eyes', 'nuzzle']",4.0
417,418,buizel,85,30,60,35,65,55,water,,"['double-slap', 'ice-punch', 'razor-wind', 'headbutt', 'growl', 'sonic-boom', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'waterfall', 'swift', 'fury-swipes', 'rest', 'slash', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'odor-sleuth', 'rock-tomb', 'bulk-up', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'me-first', 'aqua-ring', 'aqua-tail', 'switcheroo', 'captivate', 'aqua-jet', 'double-hit', 'soak', 'round', 'echoed-voice', 'scald', 'tail-slap', 'confide', 'power-up-punch']",4.0
